,escola,sexo,idade,endereco,tamanho familia,status pais,educ. mae,educ. pai,emprego mae,emprego pai,motivo escola,responsavel,tempo viagem,tempo estudo,reprovacoes,suporte escola,suporte familia,aulas pagas,atividades extra,frequentou creche,quer ensino superior,internet em casa,relacionamento,relacao familiar,tempo livre,sair com amigos,alcool dia util,alcool fim semana,saude,faltas,nota periodo 1,nota periodo 2,nota final
306,gabriel pereira,masculino,20,urbano,>3 pessoas,separados,ensino medio,fund. ii,servicos,outro,curso,outro,menos de 15 min,menos de 2h,nenhuma,nao,nao,nao,sim,sim,sim,nao,nao,excelente,muito,medio,muito baixo,muito baixo,muito boa,0,17,18,18
307,gabriel pereira,masculino,19,urbano,>3 pessoas,juntos,superior,superior,professor(a),servicos,reputacao,outro,15 a 30 min,menos de 2h,1 vez,nao,sim,sim,nao,sim,sim,sim,sim,boa,medio,bastante,muito baixo,muito baixo,boa,38,8,9,8
308,gabriel pereira,masculino,19,rural,>3 pessoas,juntos,ensino medio,ensino medio,outro,servicos,reputacao,pai,menos de 15 min,2 a 5h,1 vez,nao,nao,nao,sim,sim,sim,nao,sim,boa,muito,medio,muito baixo,baixo,muito boa,0,15,12,12
309,gabriel pereira,feminino,19,urbano,<=3 pessoas,juntos,fund. i,fund. i,do lar,outro,reputacao,outro,menos de 15 min,2 a 5h,1 vez,sim,sim,nao,sim,nao,sim,sim,nao,boa,bastante,medio,muito baixo,medio,regular,18,12,10,10
310,gabriel pereira,feminino,19,urbano,<=3 pessoas,juntos,fund. i,fund. ii,servicos,servicos,proximidade,outro,menos de 15 min,2 a 5h,1 vez,nao,nao,nao,sim,nao,sim,nao,sim,boa,pouco,bastante,baixo,baixo,regular,0,9,9,0
311,gabriel pereira,feminino,19,urbano,>3 pessoas,juntos,fund. ii,fund. i,do lar,outro,outro,outro,30 min a 1h,2 a 5h,nenhuma,nao,sim,nao,nao,sim,nao,sim,sim,regular,bastante,muito pouco,muito baixo,muito baixo,ruim,20,14,12,13
312,gabriel pereira,masculino,19,urbano,>3 pessoas,juntos,fund. i,fund. ii,outro,servicos,curso,outro,menos de 15 min,2 a 5h,1 vez,nao,nao,nao,nao,nao,sim,sim,nao,boa,muito,pouco,baixo,baixo,boa,3,13,11,11
313,gabriel pereira,feminino,19,urbano,<=3 pessoas,juntos,ensino medio,fund. ii,servicos,outro,reputacao,outro,15 a 30 min,2 a 5h,1 vez,nao,sim,sim,nao,nao,sim,sim,sim,boa,pouco,pouco,muito baixo,baixo,muito ruim,22,13,10,11
314,gabriel pereira,feminino,19,urbano,>3 pessoas,juntos,fund. i,fund. i,do lar,saude,proximidade,outro,menos de 15 min,5 a 10h,2 vezes,nao,nao,nao,nao,nao,sim,sim,sim,boa,muito pouco,pouco,muito baixo,muito baixo,regular,14,15,13,13
315,gabriel pereira,feminino,19,rural,>3 pessoas,juntos,fund. ii,ensino medio,outro,outro,reputacao,outro,menos de 15 min,5 a 10h,1 vez,nao,nao,nao,nao,sim,sim,sim,sim,boa,muito pouco,pouco,muito baixo,muito baixo,regular,40,13,11,11
316,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,fund. ii,fund. i,servicos,outro,curso,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,excelente,medio,medio,muito baixo,baixo,muito ruim,0,8,8,0
317,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,superior,ensino medio,outro,outro,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,sim,boa,medio,bastante,muito baixo,muito baixo,muito boa,9,9,10,9
318,gabriel pereira,feminino,17,rural,>3 pessoas,juntos,ensino medio,superior,do lar,servicos,curso,pai,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,sim,nao,sim,sim,nao,boa,medio,bastante,baixo,muito alto,muito boa,0,11,11,10
319,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,superior,superior,professor(a),outro,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,boa,bastante,bastante,medio,medio,muito boa,2,11,11,11
320,gabriel pereira,feminino,17,urbano,>3 pessoas,separados,superior,ensino medio,servicos,servicos,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,sim,excelente,pouco,pouco,muito baixo,baixo,muito boa,23,13,13,13
321,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,fund. ii,fund. ii,outro,outro,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,nao,nao,sim,sim,nao,sim,boa,pouco,pouco,muito baixo,muito baixo,regular,12,11,9,9
322,gabriel pereira,feminino,17,rural,<=3 pessoas,juntos,fund. ii,fund. ii,servicos,servicos,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,regular,medio,pouco,baixo,baixo,regular,3,11,11,11
323,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,ensino medio,fund. i,servicos,servicos,curso,pai,menos de 15 min,5 a 10h,nenhuma,nao,sim,nao,nao,nao,sim,sim,nao,regular,bastante,medio,baixo,medio,muito boa,1,12,14,15
324,gabriel pereira,feminino,17,urbano,<=3 pessoas,juntos,sem educacao,fund. ii,do lar,do lar,proximidade,pai,15 a 30 min,5 a 10h,nenhuma,nao,nao,nao,nao,sim,sim,sim,nao,regular,medio,medio,baixo,medio,ruim,0,16,15,15
325,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,superior,superior,outro,outro,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,nao,nao,sim,sim,sim,sim,nao,boa,medio,medio,baixo,baixo,regular,3,9,12,11
326,gabriel pereira,masculino,17,urbano,>3 pessoas,juntos,ensino medio,ensino medio,outro,servicos,reputacao,mae,menos de 15 min,menos de 2h,nenhuma,nao,nao,nao,sim,nao,sim,sim,nao,boa,medio,muito,medio,muito alto,muito boa,3,14,15,16
327,gabriel pereira,masculino,17,rural,>3 pessoas,juntos,fund. ii,fund. ii,servicos,outro,curso,mae,mais de 1h,menos de 2h,nenhuma,nao,sim,nao,nao,sim,sim,sim,nao,boa,bastante,muito,muito alto,muito alto,boa,8,11,10,10
328,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,superior,superior,professor(a),servicos,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,excelente,bastante,bastante,muito baixo,medio,boa,7,10,9,9
329,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,superior,superior,professor(a),professor(a),curso,mae,15 a 30 min,5 a 10h,nenhuma,nao,sim,sim,nao,nao,sim,sim,sim,boa,medio,medio,muito baixo,baixo,boa,4,14,14,14
330,gabriel pereira,masculino,18,urbano,<=3 pessoas,juntos,fund. ii,fund. ii,outro,outro,curso,mae,menos de 15 min,mais de 10h,nenhuma,nao,sim,nao,sim,sim,sim,sim,nao,boa,muito,muito,baixo,alto,muito boa,2,9,8,8
331,gabriel pereira,feminino,17,rural,>3 pessoas,juntos,fund. ii,superior,do lar,outro,curso,pai,menos de 15 min,5 a 10h,nenhuma,nao,sim,nao,nao,sim,sim,sim,sim,boa,bastante,medio,muito baixo,muito baixo,muito boa,7,12,14,14
332,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,ensino medio,ensino medio,servicos,servicos,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,nao,nao,sim,sim,sim,sim,nao,excelente,medio,bastante,muito baixo,muito baixo,boa,0,7,0,0
333,gabriel pereira,feminino,18,urbano,<=3 pessoas,juntos,fund. ii,fund. ii,outro,outro,proximidade,outro,menos de 15 min,2 a 5h,nenhuma,nao,nao,nao,sim,nao,sim,sim,sim,boa,medio,medio,muito baixo,muito baixo,ruim,0,8,8,0
334,gabriel pereira,feminino,18,rural,>3 pessoas,juntos,fund. ii,fund. ii,do lar,outro,curso,mae,15 a 30 min,mais de 10h,nenhuma,nao,nao,nao,sim,sim,sim,nao,nao,boa,bastante,bastante,muito baixo,muito baixo,boa,0,10,9,0
335,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,ensino medio,superior,servicos,outro,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,nao,nao,nao,sim,sim,sim,nao,boa,bastante,muito,muito baixo,medio,muito boa,16,16,15,15
336,gabriel pereira,feminino,19,rural,>3 pessoas,separados,ensino medio,fund. i,servicos,do lar,proximidade,outro,menos de 15 min,5 a 10h,1 vez,nao,nao,sim,nao,sim,sim,nao,nao,excelente,bastante,medio,muito baixo,baixo,muito boa,12,14,13,13
337,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,ensino medio,fund. ii,outro,outro,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,sim,boa,medio,pouco,baixo,medio,ruim,0,7,8,0
338,gabriel pereira,feminino,18,urbano,<=3 pessoas,juntos,ensino medio,ensino medio,servicos,servicos,proximidade,mae,menos de 15 min,mais de 10h,nenhuma,nao,sim,nao,nao,sim,sim,sim,nao,excelente,medio,medio,muito baixo,muito baixo,muito ruim,7,16,15,17
339,gabriel pereira,feminino,17,rural,>3 pessoas,separados,ensino medio,fund. ii,outro,outro,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,boa,medio,medio,baixo,medio,ruim,4,9,10,10
340,gabriel pereira,feminino,19,urbano,>3 pessoas,juntos,fund. ii,fund. i,servicos,servicos,proximidade,outro,menos de 15 min,5 a 10h,1 vez,nao,nao,sim,sim,sim,sim,sim,sim,boa,medio,bastante,muito baixo,medio,regular,4,11,12,11
341,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,superior,superior,professor(a),servicos,proximidade,pai,menos de 15 min,2 a 5h,1 vez,nao,sim,nao,sim,sim,sim,sim,nao,boa,medio,medio,baixo,baixo,ruim,0,10,10,0
342,gabriel pereira,masculino,18,urbano,<=3 pessoas,juntos,ensino medio,superior,servicos,outro,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,nao,nao,sim,sim,sim,sim,sim,boa,medio,medio,muito baixo,medio,muito boa,11,16,15,15
343,gabriel pereira,feminino,17,urbano,>3 pessoas,separados,fund. ii,fund. ii,do lar,do lar,proximidade,pai,menos de 15 min,2 a 5h,1 vez,nao,sim,nao,nao,sim,sim,sim,sim,regular,medio,muito pouco,muito baixo,baixo,boa,0,9,8,0
344,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,fund. ii,ensino medio,do lar,outro,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,nao,nao,sim,sim,sim,nao,boa,medio,medio,muito baixo,baixo,regular,4,11,10,10
345,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,ensino medio,fund. ii,outro,servicos,outro,mae,menos de 15 min,5 a 10h,nenhuma,nao,nao,nao,nao,sim,sim,sim,sim,excelente,bastante,medio,baixo,medio,muito ruim,7,13,13,14
346,gabriel pereira,masculino,18,rural,>3 pessoas,juntos,superior,ensino medio,professor(a),servicos,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,nao,nao,nao,sim,sim,sim,sim,excelente,medio,pouco,muito baixo,baixo,boa,9,16,15,16
347,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,superior,ensino medio,professor(a),outro,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,nao,sim,sim,sim,sim,excelente,bastante,muito,baixo,medio,muito boa,0,10,10,9
348,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,superior,ensino medio,saude,outro,reputacao,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,sim,boa,bastante,medio,muito baixo,medio,boa,0,13,15,15
349,mousinho da silveira,masculino,18,rural,>3 pessoas,juntos,ensino medio,fund. ii,outro,outro,curso,mae,15 a 30 min,menos de 2h,1 vez,nao,sim,nao,nao,nao,sim,sim,nao,ruim,muito,muito,muito alto,muito alto,muito boa,10,11,13,13
350,mousinho da silveira,masculino,19,rural,>3 pessoas,juntos,fund. i,fund. i,outro,servicos,proximidade,outro,30 min a 1h,2 a 5h,3 ou mais,nao,nao,nao,nao,sim,sim,sim,nao,excelente,bastante,bastante,medio,medio,ruim,8,8,7,8
351,mousinho da silveira,masculino,17,urbano,>3 pessoas,juntos,ensino medio,ensino medio,saude,outro,curso,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,boa,muito,bastante,baixo,medio,regular,2,13,13,13
352,mousinho da silveira,masculino,18,urbano,<=3 pessoas,juntos,fund. i,ensino medio,do lar,servicos,curso,mae,menos de 15 min,menos de 2h,1 vez,nao,nao,nao,nao,sim,nao,sim,sim,boa,medio,medio,baixo,medio,regular,7,8,7,8
353,mousinho da silveira,masculino,19,rural,>3 pessoas,juntos,fund. i,fund. i,outro,outro,proximidade,outro,30 min a 1h,menos de 2h,1 vez,nao,sim,nao,nao,sim,sim,sim,nao,boa,bastante,bastante,medio,medio,muito boa,4,8,8,8
354,mousinho da silveira,masculino,17,rural,>3 pessoas,juntos,superior,ensino medio,servicos,outro,proximidade,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,sim,nao,sim,sim,sim,boa,muito,muito,muito baixo,medio,ruim,4,13,11,11
355,mousinho da silveira,feminino,18,urbano,>3 pessoas,juntos,ensino medio,ensino medio,servicos,servicos,curso,pai,menos de 15 min,2 a 5h,nenhuma,nao,sim,nao,nao,sim,sim,nao,sim,excelente,medio,bastante,muito baixo,muito baixo,muito boa,0,10,9,9
356,mousinho da silveira,feminino,17,rural,>3 pessoas,juntos,superior,superior,professor(a),servicos,outro,pai,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,boa,medio,medio,muito baixo,baixo,muito boa,4,12,13,13
357,mousinho da silveira,feminino,17,urbano,<=3 pessoas,separados,ensino medio,fund. ii,servicos,outro,reputacao,mae,15 a 30 min,2 a 5h,nenhuma,nao,nao,nao,nao,sim,sim,nao,sim,muito ruim,pouco,medio,muito baixo,baixo,muito boa,2,12,12,11
358,mousinho da silveira,masculino,18,urbano,<=3 pessoas,juntos,fund. i,fund. i,outro,servicos,proximidade,pai,15 a 30 min,menos de 2h,nenhuma,nao,nao,nao,nao,nao,sim,sim,sim,regular,medio,pouco,muito baixo,baixo,regular,4,10,10,10
359,mousinho da silveira,feminino,18,urbano,<=3 pessoas,juntos,fund. i,fund. i,do lar,servicos,curso,pai,15 a 30 min,5 a 10h,nenhuma,nao,nao,nao,nao,sim,sim,sim,nao,excelente,medio,pouco,muito baixo,muito baixo,boa,0,18,16,16
360,mousinho da silveira,feminino,18,rural,<=3 pessoas,separados,fund. i,superior,do lar,outro,curso,mae,30 min a 1h,2 a 5h,nenhuma,nao,nao,nao,nao,sim,sim,nao,sim,boa,medio,bastante,muito baixo,alto,muito boa,0,13,13,13
361,mousinho da silveira,masculino,18,rural,<=3 pessoas,juntos,fund. i,fund. i,do lar,outro,outro,mae,15 a 30 min,2 a 5h,1 vez,nao,nao,nao,sim,nao,nao,nao,nao,boa,bastante,medio,baixo,medio,muito boa,2,13,12,12
362,mousinho da silveira,feminino,18,urbano,>3 pessoas,juntos,ensino medio,ensino medio,servicos,servicos,outro,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,nao,nao,sim,sim,sim,sim,boa,medio,pouco,muito baixo,medio,regular,0,11,11,10
363,mousinho da silveira,feminino,17,urbano,<=3 pessoas,juntos,superior,superior,do lar,do lar,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,sim,sim,sim,sim,sim,ruim,medio,bastante,muito baixo,muito baixo,muito ruim,0,16,15,15
364,mousinho da silveira,feminino,17,rural,>3 pessoas,juntos,fund. i,fund. ii,outro,servicos,curso,pai,15 a 30 min,2 a 5h,nenhuma,nao,nao,nao,nao,nao,sim,nao,nao,regular,pouco,pouco,muito baixo,baixo,regular,0,12,11,12
365,mousinho da silveira,masculino,18,rural,>3 pessoas,juntos,fund. i,ensino medio,do lar,outro,curso,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,nao,nao,regular,medio,bastante,baixo,alto,regular,4,10,10,10
366,mousinho da silveira,masculino,18,urbano,<=3 pessoas,juntos,superior,superior,professor(a),servicos,outro,mae,15 a 30 min,5 a 10h,nenhuma,nao,nao,sim,nao,sim,sim,sim,sim,boa,pouco,pouco,baixo,baixo,muito boa,0,13,13,13
367,mousinho da silveira,feminino,17,rural,>3 pessoas,juntos,fund. i,fund. i,outro,servicos,reputacao,mae,30 min a 1h,menos de 2h,1 vez,nao,sim,sim,nao,sim,sim,sim,sim,excelente,pouco,muito pouco,muito baixo,baixo,muito ruim,0,7,6,0
368,mousinho da silveira,feminino,18,urbano,>3 pessoas,juntos,fund. ii,ensino medio,do lar,servicos,curso,pai,15 a 30 min,menos de 2h,nenhuma,nao,sim,sim,nao,sim,sim,sim,sim,excelente,pouco,medio,muito baixo,baixo,boa,0,11,10,10
369,mousinho da silveira,feminino,18,rural,>3 pessoas,juntos,superior,superior,outro,professor(a),outro,pai,30 min a 1h,2 a 5h,nenhuma,nao,sim,sim,nao,nao,sim,sim,sim,regular,pouco,pouco,alto,baixo,muito boa,10,14,12,11
370,mousinho da silveira,feminino,19,urbano,<=3 pessoas,juntos,ensino medio,fund. ii,servicos,servicos,proximidade,outro,15 a 30 min,2 a 5h,2 vezes,nao,nao,nao,sim,sim,sim,nao,sim,regular,pouco,pouco,muito baixo,muito baixo,regular,4,7,7,9
371,mousinho da silveira,masculino,18,rural,<=3 pessoas,juntos,fund. i,fund. ii,do lar,servicos,outro,pai,30 min a 1h,menos de 2h,nenhuma,nao,sim,sim,sim,sim,nao,sim,sim,boa,medio,medio,baixo,medio,regular,3,14,12,12
372,mousinho da silveira,feminino,17,urbano,>3 pessoas,juntos,fund. ii,fund. ii,outro,do lar,proximidade,mae,menos de 15 min,5 a 10h,nenhuma,nao,nao,nao,sim,sim,sim,nao,sim,regular,bastante,medio,muito baixo,muito baixo,regular,8,13,11,11
373,mousinho da silveira,feminino,17,rural,>3 pessoas,juntos,fund. i,fund. ii,outro,outro,curso,mae,menos de 15 min,menos de 2h,nenhuma,nao,nao,nao,sim,sim,sim,sim,nao,regular,muito,muito,muito baixo,medio,muito ruim,14,6,5,5
374,mousinho da silveira,feminino,18,rural,<=3 pessoas,juntos,superior,superior,outro,outro,reputacao,mae,15 a 30 min,5 a 10h,nenhuma,nao,nao,nao,nao,sim,sim,sim,nao,excelente,bastante,bastante,muito baixo,muito baixo,muito ruim,0,19,18,19
375,mousinho da silveira,feminino,18,rural,>3 pessoas,juntos,fund. i,fund. i,outro,outro,proximidade,mae,mais de 1h,5 a 10h,nenhuma,nao,nao,nao,nao,sim,sim,sim,nao,boa,medio,pouco,muito baixo,baixo,boa,2,8,8,10
376,mousinho da silveira,feminino,20,urbano,>3 pessoas,juntos,superior,fund. ii,saude,outro,curso,outro,15 a 30 min,5 a 10h,2 vezes,nao,sim,sim,nao,nao,sim,sim,sim,excelente,bastante,medio,muito baixo,muito baixo,regular,4,15,14,15
377,mousinho da silveira,feminino,18,rural,<=3 pessoas,juntos,superior,superior,professor(a),servicos,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,nao,sim,sim,sim,sim,sim,nao,excelente,bastante,medio,medio,alto,ruim,4,8,9,10
378,mousinho da silveira,feminino,18,urbano,>3 pessoas,juntos,ensino medio,ensino medio,outro,outro,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,nao,sim,nao,sim,sim,sim,sim,boa,muito pouco,medio,muito baixo,baixo,muito ruim,0,15,15,15
379,mousinho da silveira,feminino,17,rural,>3 pessoas,juntos,ensino medio,fund. i,do lar,outro,reputacao,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,sim,nao,sim,sim,nao,boa,muito,bastante,baixo,medio,muito ruim,17,10,10,10
380,mousinho da silveira,masculino,18,urbano,>3 pessoas,juntos,superior,superior,professor(a),professor(a),proximidade,pai,menos de 15 min,2 a 5h,nenhuma,nao,nao,sim,sim,nao,sim,sim,nao,regular,pouco,bastante,muito baixo,alto,ruim,4,15,14,14
381,mousinho da silveira,masculino,18,rural,>3 pessoas,juntos,fund. ii,fund. i,outro,outro,outro,mae,15 a 30 min,menos de 2h,nenhuma,nao,nao,nao,sim,nao,sim,sim,sim,boa,bastante,medio,muito baixo,medio,muito boa,5,7,6,7
382,mousinho da silveira,masculino,17,urbano,>3 pessoas,juntos,fund. ii,ensino medio,outro,servicos,proximidade,pai,15 a 30 min,2 a 5h,nenhuma,nao,nao,nao,sim,sim,sim,sim,nao,boa,bastante,medio,muito baixo,muito baixo,regular,2,11,11,10
383,mousinho da silveira,masculino,19,rural,>3 pessoas,juntos,fund. i,fund. i,outro,servicos,outro,mae,15 a 30 min,menos de 2h,1 vez,nao,nao,nao,nao,sim,sim,nao,nao,boa,medio,pouco,muito baixo,medio,muito boa,0,6,5,0
384,mousinho da silveira,masculino,18,rural,>3 pessoas,juntos,superior,fund. ii,outro,outro,proximidade,pai,15 a 30 min,menos de 2h,1 vez,nao,nao,sim,nao,sim,sim,nao,nao,excelente,bastante,medio,alto,medio,regular,14,6,5,5
385,mousinho da silveira,feminino,18,rural,>3 pessoas,juntos,fund. ii,fund. ii,do lar,outro,outro,mae,15 a 30 min,5 a 10h,nenhuma,nao,nao,sim,nao,sim,sim,nao,nao,excelente,medio,medio,muito baixo,medio,boa,2,10,9,10
386,mousinho da silveira,feminino,18,rural,>3 pessoas,juntos,superior,superior,professor(a),do lar,reputacao,mae,30 min a 1h,menos de 2h,nenhuma,nao,sim,sim,sim,sim,sim,sim,sim,boa,bastante,medio,baixo,baixo,muito boa,7,6,5,6
387,mousinho da silveira,feminino,19,rural,>3 pessoas,juntos,fund. ii,ensino medio,servicos,outro,curso,mae,menos de 15 min,5 a 10h,1 vez,nao,nao,nao,sim,nao,sim,sim,nao,excelente,bastante,pouco,muito baixo,baixo,muito boa,0,7,5,0
388,mousinho da silveira,feminino,18,urbano,<=3 pessoas,juntos,ensino medio,fund. i,professor(a),servicos,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,boa,medio,bastante,muito baixo,muito baixo,muito ruim,0,7,9,8
389,mousinho da silveira,feminino,18,urbano,>3 pessoas,juntos,fund. i,fund. i,outro,outro,curso,mae,15 a 30 min,2 a 5h,1 vez,nao,nao,nao,sim,sim,sim,nao,nao,muito ruim,muito pouco,muito pouco,muito baixo,muito baixo,muito boa,0,6,5,0
390,mousinho da silveira,masculino,20,urbano,<=3 pessoas,separados,fund. ii,fund. ii,servicos,servicos,curso,outro,menos de 15 min,2 a 5h,2 vezes,nao,sim,sim,nao,sim,sim,nao,nao,excelente,muito,bastante,alto,muito alto,boa,11,9,9,9
391,mousinho da silveira,masculino,17,urbano,<=3 pessoas,juntos,ensino medio,fund. i,servicos,servicos,curso,mae,15 a 30 min,menos de 2h,nenhuma,nao,nao,nao,nao,nao,sim,sim,nao,ruim,bastante,muito,medio,alto,ruim,3,14,16,16
392,mousinho da silveira,masculino,21,rural,>3 pessoas,juntos,fund. i,fund. i,outro,outro,curso,outro,menos de 15 min,menos de 2h,3 ou mais,nao,nao,nao,nao,nao,sim,nao,nao,excelente,muito,medio,medio,medio,regular,3,10,8,7
393,mousinho da silveira,masculino,18,rural,<=3 pessoas,juntos,ensino medio,fund. ii,servicos,outro,curso,mae,30 min a 1h,menos de 2h,nenhuma,nao,nao,nao,nao,nao,sim,sim,nao,boa,bastante,muito pouco,medio,alto,muito boa,0,11,12,10
394,mousinho da silveira,masculino,19,urbano,<=3 pessoas,juntos,fund. i,fund. i,outro,do lar,curso,pai,menos de 15 min,menos de 2h,nenhuma,nao,nao,nao,nao,sim,sim,sim,nao,regular,pouco,medio,medio,medio,muito boa,5,8,9,9
